EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 19-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
 8159,TAJGONOS                                ,RU,+60:40:59,+160:24:00,   45
 8160,APUKA                                   ,RU,+60:25:59,+169:40:00,    3
 8162,TOROPEс                                ,RU,+56:28:59,+031:37:59,  187
 8163,STARIсA                                ,RU,+56:30:00,+034:55:59,  184
 8165,SOVETSK                                 ,RU,+55:04:59,+021:55:59,   37
 8166,BALTIJSK                                ,RU,+54:39:00,+019:52:59,    4
 8167,ZHELEZNODOROZHNY'J                      ,RU,+54:22:00,+021:18:00,   49
 8169,MAKSATIXA                               ,RU,+57:48:00,+035:52:59,  140
 8170,KUMENY'                                 ,RU,+58:06:00,+049:55:00,  175
 8171,YARANSK                                 ,RU,+57:22:00,+047:55:00,  103
 8172,PERESLAVL'-ZALESSKIJ                    ,RU,+56:43:00,+038:49:59,  174
 8173,KRASNOSLOBODSK                          ,RU,+54:25:59,+043:46:00,  185
 8174,PLAVSK                                  ,RU,+53:39:00,+037:13:59,  240
 8175,INZA                                    ,RU,+53:51:00,+046:25:00,  175
 8179,DEBESSY'                                ,RU,+57:37:59,+053:49:00,  187
 8182,KIL'MEZ'                                ,RU,+56:54:00,+051:04:00,  143
 8183,VERXNEE DUBROVO                         ,RU,+56:43:59,+061:04:00,  286
 8188,PAMYATNAYA                              ,RU,+56:01:00,+065:42:00,   66
 8190,KUSHNARENKOVO                           ,RU,+55:07:59,+055:21:00,   98
 8197,SERNOVODSK                              ,RU,+53:55:00,+051:16:00,  112
 8198,TUKAN                                   ,RU,+53:52:00,+057:25:00,  551
 8199,RUSSKAYA POLYANA                        ,RU,+53:46:59,+073:52:59,  127
 8203,NAPAS                                   ,RU,+59:51:00,+081:57:00,   77
 8206,SREDNIJ VASYUGAN                        ,RU,+59:13:00,+078:13:59,   68
 8208,UST'-OZERNOE                            ,RU,+58:52:59,+087:45:00,  113
 8212,PUDINO                                  ,RU,+57:34:00,+079:25:59,   96
 8213,BAKCHAR                                 ,RU,+57:00:00,+082:04:00,  109
 8215,PERVOMAJSKOE                            ,RU,+57:04:00,+086:13:00,  114
 8217,TASEEVO                                 ,RU,+57:12:00,+094:33:00,  163
 8218,CHERVYANKA                              ,RU,+57:39:00,+099:31:59,  219
 8220,SEVERNOE                                ,RU,+56:19:59,+078:22:00,  124
 8223,ACHINSK                                 ,RU,+56:16:59,+090:31:00,  265
 8230,BOLOTNOE                                ,RU,+55:40:00,+084:24:00,  191
 8231,TAJGA                                   ,RU,+56:04:00,+085:37:00,  250
 8235,TISUL'                                  ,RU,+55:45:00,+088:18:00,  210
 8240,SOLYANKA                                ,RU,+56:10:00,+095:16:00,  359
 8243,TAJSHET                                 ,RU,+55:57:00,+098:00:00,  305
 8245,TATARSK                                 ,RU,+55:13:00,+075:58:00,  110
 8252,OGURсOVO                               ,RU,+54:54:00,+082:57:00,  131
 8253,KEMEROVO                                ,RU,+55:15:00,+086:13:00,  148
 8258,SVETLOLOBOVO                            ,RU,+55:06:00,+090:49:59,  326
 8267,NENASTNAYA                              ,RU,+54:45:00,+088:49:00, 1186
 8271,VERXNYAYA GUTARA                        ,RU,+54:13:00,+096:58:00,  983
 8275,KAMEN'-NA-OBI                           ,RU,+53:49:00,+081:16:00,  127
 8279,KUZEDEEVO                               ,RU,+53:19:59,+087:10:59,  293
 8280,NEOZHIDANNY'J                           ,RU,+53:16:59,+089:04:00,  527
 8281,ABAKAN                                  ,RU,+53:46:00,+091:19:00,  254
 8286,SLAVGOROD                               ,RU,+52:58:00,+078:39:00,  125
 8287,REBRIXA                                 ,RU,+53:04:59,+082:19:59,  218
 8289,BIJSK ZONAL'NAYA                        ,RU,+52:40:59,+084:55:59,  224
 8293,OLEN'YA RECHKA                          ,RU,+52:48:00,+093:13:59, 1404
 8294,ORLIK                                   ,RU,+52:30:00,+099:49:00, 1376
 8295,IKA                                     ,RU,+59:16:59,+106:10:00,  350
 8296,PEREVOZ                                 ,RU,+59:00:00,+116:55:00,  330
 8297,DZHIKIMDA                               ,RU,+59:01:00,+121:46:00,  174
 8303,ERSHOVO                                 ,RU,+57:01:59,+102:18:00,  371
 8304,MAKSIMOVO                               ,RU,+57:06:00,+104:58:00,  354
 8306,MAMAKAN                                 ,RU,+57:49:00,+114:10:00,  244
 8307,BRATSK                                  ,RU,+56:16:59,+101:45:00,  411
 8308,ORLINGA                                 ,RU,+56:03:00,+105:49:59,  338
 8309,KAZACHINSKOE                            ,RU,+56:16:59,+107:37:00,  355
 8310,TAKSIMO                                 ,RU,+56:22:59,+114:49:59,  513
 8311,UST'-NYUKZHA                            ,RU,+56:34:59,+121:28:59,  430
 8314,NIZHNEANGARSK                           ,RU,+55:46:59,+109:33:00,  477
 8315,KARAM                                   ,RU,+55:09:00,+107:37:00,  495
 8319,KALAKAN                                 ,RU,+55:07:00,+116:46:00,  612
 8320,SREDNIJ KALAR                           ,RU,+55:52:00,+117:22:00,  748
 8321,SREDNYAYA OLEKMA                        ,RU,+55:25:59,+120:33:00,  526
 8322,NAGORNY'J                               ,RU,+55:58:00,+124:52:59,  860
 8324,TULUN                                   ,RU,+54:36:00,+100:37:59,  523
 8327,BARGUZINSKIJ ZAPOVEDNIK                 ,RU,+54:19:59,+109:31:59,  468
 8331,BAGDARIN                                ,RU,+54:28:00,+113:34:59,  901
 8332,UST'-KARENGA                            ,RU,+54:25:59,+116:31:59,  686
 8336,BALAGANSK                               ,RU,+54:00:00,+103:04:00,  428
 8338,BAYANDAJ                                ,RU,+53:06:00,+105:31:59,  757
 8339,BOL'SHOJ USHKANIJ OSTROV                ,RU,+53:51:00,+108:34:59,  458
 8340,UST'-BARGUZIN                           ,RU,+53:25:00,+109:01:00,  459
 8341,ROMANOVKA                               ,RU,+53:12:00,+112:46:59,  920
 8350,DZHALINDA                               ,RU,+70:07:59,+113:58:00,   61
 8351,INGA                                    ,RU,+52:58:00,+101:58:59,  541
 8354,XOMUTOVO                                ,RU,+52:28:00,+104:22:00,  453
 8356,BOL'SHOE GOLOUSTNOE                     ,RU,+52:01:59,+105:25:00,  461
 8361,SOSNOVO-OZERSKOE                        ,RU,+52:31:59,+111:33:00,  952
 8369,TUNKA                                   ,RU,+51:43:59,+102:31:59,  720
 8370,XAMAR-DABAN                             ,RU,+51:31:59,+103:36:00, 1442
 8371,BABUSHKIN                               ,RU,+51:43:00,+105:51:00,  465
 8373,IVOLGINSK                               ,RU,+51:45:00,+107:16:59,  562
 8377,XILOK                                   ,RU,+51:21:00,+110:28:00,  800
 8380,AGINSKOE                                ,RU,+51:06:00,+114:31:00,  680
 8383,NERCHINSKIJ Z-D                         ,RU,+51:19:00,+119:37:00,  621
 8384,СAKIR                                  ,RU,+50:25:59,+103:36:00,  984
 8386,KRASNY'J CHIKOJ                         ,RU,+50:22:00,+108:45:00,  770
 8388,MANGUT                                  ,RU,+49:42:00,+112:40:00,  807
 8397,UCHUR                                   ,RU,+58:43:59,+130:37:00,  194
 8399,YUGARENOK                               ,RU,+59:46:00,+137:40:00,  380
 8400,TALON                                   ,RU,+59:46:00,+148:37:59,   19
 8401,KANKU                                   ,RU,+57:39:00,+125:58:00, 1204
 8403,TOKO                                    ,RU,+56:16:59,+131:07:59,  849
 8404,NEL'KAN                                 ,RU,+57:39:00,+136:09:00,  326
 8405,BOL'SHOJ SHANTAR                        ,RU,+54:49:59,+137:31:59,    9
 8407,DZHANA                                  ,RU,+55:19:59,+134:30:00,  318
 8409,UDSKOE                                  ,RU,+54:30:00,+134:25:00,   62
 8415,LITKE                                   ,RU,+53:57:00,+140:19:59,   22
 8416,CHERNYAEVO                              ,RU,+52:46:59,+126:00:00,  208
 8422,DZHAORE                                 ,RU,+52:40:00,+141:16:59,    5
 8423,BOGORODSKOE                             ,RU,+52:22:59,+140:28:00,   33
 8425,MAZANOVO                                ,RU,+51:37:59,+128:49:00,  161
 8427,VERXNYAYA TOM'                          ,RU,+51:21:00,+130:25:59,  260
 8430,SOFIJSKIJ PRIISK                        ,RU,+52:16:00,+133:58:59,  902
 8437,SUTUR                                   ,RU,+50:04:00,+132:07:59,  343
 8438,NIZHNETAMBOVSKOE                        ,RU,+50:55:59,+138:10:59,   20
 8440,KONSTANTINOVKA                          ,RU,+49:37:00,+127:58:00,  117
 8446,SOLEKUL'                                ,RU,+49:10:00,+138:03:00,  915
 8451,SMIDOVICH                               ,RU,+48:37:00,+133:49:59,   50
 8452,ELABUGA                                 ,RU,+48:49:00,+135:52:59,   62
 8454,SOVETSKAYA GAVAN'                       ,RU,+49:00:00,+140:18:00,   21
 8456,LERMONTOVKA                             ,RU,+47:09:00,+134:19:59,   75
 8461,KRASNY'J YAR                            ,RU,+46:31:59,+135:19:00,  128
 8464,MEL'NICHNOE                             ,RU,+45:27:00,+135:30:00,  331
 8469,SVIYAGINO                               ,RU,+44:48:00,+133:04:59,   99
 8473,RUDNAYA PRISTAN'                        ,RU,+44:22:00,+135:51:00,   27
 8474,POS'ET                                  ,RU,+42:39:00,+130:48:00,   41
 8477,PREOBRAZHENIE                           ,RU,+42:54:00,+133:54:00,   44
 8479,MOSKAL'VO                               ,RU,+53:34:00,+142:30:00,    5
 8480,POGIBI                                  ,RU,+52:13:00,+141:37:59,    6
 8481,NOGLIKI                                 ,RU,+51:55:00,+143:07:59,   35
 8483,TIMOVSKOE                               ,RU,+50:42:00,+142:42:59,   94
 8484,POGRANICHNOE                            ,RU,+50:24:00,+143:46:00,    6
 8486,UGLEGORSK                               ,RU,+49:04:00,+142:01:59,   39
 8487,MY'S TERPENIYA                          ,RU,+48:39:00,+144:43:59,   33
 8488,IL'INSKIJ                               ,RU,+47:58:59,+142:12:59,   17
 8491,NEVEL'SK                                ,RU,+46:40:00,+141:52:00,   22
 8492,MY'S KRIL'ON                            ,RU,+45:54:00,+142:04:59,   34
 8493,YUZHNO-SAXALINSK                        ,RU,+46:57:00,+142:43:00,   22
 8495,KURIL'SK                                ,RU,+45:15:00,+147:52:59,   25
 8499,MY'S LOPATKA                            ,RU,+50:52:00,+156:40:59,   48
 8501,OSSORA                                  ,RU,+59:18:00,+163:10:00,    3
 8502,UST'-VOYAMPOLKA                         ,RU,+58:30:00,+159:10:00,    4
 8503,UST'-XAJRYUZOVO                         ,RU,+57:04:59,+156:42:00,    3
 8504,E'SSO                                   ,RU,+55:55:00,+158:43:00,  481
 8506,DOLINOVKA                               ,RU,+55:07:00,+159:04:00,  101
 8507,SOBOLEVO                                ,RU,+54:18:00,+155:55:59,   25
 8508,SEMYACHIK                               ,RU,+54:07:00,+159:58:59,   28
 8509,NACHIKI                                 ,RU,+53:07:00,+157:43:59,  317
 8510,SOSNOVKA                                ,RU,+51:09:00,+094:31:00,  947
 8511,BOL'SHERECK                             ,RU,+52:49:59,+156:18:00,   30
 8512,OKTYABR'SKAYA                           ,RU,+52:40:00,+156:13:59,    7
 8513,PETROPAVLOVSKIJ MAYAK                   ,RU,+52:52:59,+158:43:00,  126
 8515,OSTROV BERINGA                          ,RU,+55:12:00,+165:58:59,   16
 8516,RY'L'SK                                 ,RU,+51:34:00,+034:40:59,  204
 8517,KON'-KOLODEZ'                           ,RU,+52:09:00,+039:09:00,  135
 8518,ROSTASHI                                ,RU,+51:52:00,+043:34:59,  161
 8519,NOVOUZENSK                              ,RU,+50:25:59,+048:07:59,   32
 8520,GIGANT                                  ,RU,+46:31:00,+041:21:00,   79
 8522,PERELYUB                                ,RU,+51:52:00,+050:19:59,   72
 8524,BREDY'                                  ,RU,+52:25:59,+060:21:00,  309
 8526,AKBULAK                                 ,RU,+51:01:00,+055:37:59,  143
 8528,DOMBAROVSKIJ                            ,RU,+50:45:00,+059:33:00,  277
 8532,ZMEINOGORSK                             ,RU,+51:09:00,+082:10:00,  354
 8533,SOLONESHNOE                             ,RU,+51:37:59,+084:19:59,  409
 8534,KY'ZY'L-OZEK                            ,RU,+51:54:00,+086:00:00,  324
 8537,YAJLYU                                  ,RU,+51:46:00,+087:36:00,  482
 8538,KY'ZY'L                                 ,RU,+51:43:00,+094:30:00,  626
 8539,SOSNOVKA KAMCHATKA                      ,RU,+53:04:59,+158:18:00,   40
 8540,TOORA-XEM                               ,RU,+52:28:00,+096:06:00,  919
 8541,UST'-KOKSA                              ,RU,+50:16:00,+085:37:00,  977
 8543,KOSH-AGACH                              ,RU,+50:00:00,+088:40:00, 1759
 8544,MUGUR-AKSY'                             ,RU,+50:22:59,+090:25:59, 1850
 8545,E'RZIN                                  ,RU,+50:16:00,+095:07:00, 1100
 8546,KARA-TYUREK                             ,RU,+50:01:59,+086:27:00, 2601
 8548,YUZHNO-SUXOKUMSK                        ,RU,+44:21:00,+045:49:59,   19
 8549,KRASNAYA POLYANA                        ,RU,+43:40:59,+040:12:00,  566
 8550,ZELENCHUKSKAYA                          ,RU,+43:52:00,+041:34:00,  928
 8551,SHADZHATMAZ                             ,RU,+43:43:59,+042:40:00, 2070
 8552,KLUXORSKIJ PEREVAL                      ,RU,+43:15:00,+041:49:59, 2037
 8553,SULAK VY SOKOGORNAYA                    ,RU,+42:22:00,+046:15:00, 2927
 8555,WAGENINGEN - VEENKAMPEN                 ,NL,+51:58:53,+005:37:18,    5
 8812,DAGDA                                   ,LV,+56:06:00,+027:33:00,  183
 8813,RUCAVA                                  ,LV,+56:10:12,+021:10:48,  185
 8841,REZEKNE                                 ,LV,+56:31:48,+027:16:12,  157
 8855,SKRIVERI                                ,LV,+56:39:00,+025:07:48,   80
 8859,AIZPUTE                                 ,LV,+56:43:12,+021:37:48, -999
 8869,MADONA                                  ,LV,+56:49:48,+026:15:00, -999
 8893,ZOSENI                                  ,LV,+57:07:48,+025:55:12,  181
 8896,STENDE                                  ,LV,+57:10:48,+022:33:00,   80
 8898,VILAKA                                  ,LV,+57:13:48,+027:43:48, -999
 8908,PRIEKULI                                ,LV,+57:19:12,+025:19:48,  122
 8910,MERSRAGS                                ,LV,+57:21:00,+023:07:12,    4
 8911,VENTSPILS                               ,LV,+57:24:00,+021:31:48,    1
 8930,AINAZI                                  ,LV,+57:52:12,+024:22:12,    6
 8936,ZARNOWIEC                               ,PL,+54:48:00,+018:04:12,    4
 8943,PILA                                    ,PL,+53:07:48,+016:45:00,   72
 8959,KOZIENCE                                ,PL,+51:33:52,+021:32:34,  123
 9080,SZKLARSKA POREBA                        ,PL,+50:49:48,+015:31:48,  700
 9151,RABKA                                   ,PL,+49:37:12,+019:58:12,  510
 9161,KROSCIENKO                              ,PL,+49:27:00,+020:25:48,  452
 9185,BALIGROD-MCHAWA                         ,PL,+49:21:00,+022:16:48,  460
10901,KNIN                                    ,HR,+44:02:26,+016:12:24,  255
10902,VARAZDIN                                ,HR,+46:16:58,+016:21:50,  167
10903,ZADAR                                   ,HR,+44:07:48,+015:12:20,    5
10904,LLEIDA-AJUNTAMENT                       ,ES,+41:36:59,+000:34:59,  169
10905,LLEIDA-ESCORXADOR                       ,ES,+41:36:48,+000:37:05,  162
10961,VOORSCHOTEN                             ,NL,+52:08:22,+004:26:11,   -1
10962,OGULIN                                  ,HR,+45:12:14,+015:16:18,  326
10963,DUBROVNIK                               ,HR,+42:33:36,+018:16:12,   52
10981,P11-B                                   ,NL,+52:22:00,+003:21:00,   23
10982,F3-FB-1                                 ,NL,+54:51:14,+004:43:39,    0
11008,ATHENRY                                 ,IE,+53:16:48,-008:46:47,   40
11010,ALGUAIRE                                ,ES,+41:44:34,+000:32:08,  370
11011,AMPOSTA                                 ,ES,+40:42:28,+000:37:55,    3
11012,ANGLES                                  ,ES,+41:57:38,+002:37:51,  150
11013,BANYOLES                                ,ES,+42:06:59,+002:47:22,  176
11014,BARCELONA-EL RAVAL                      ,ES,+41:23:02,+002:10:03,   33
11015,BARCELONA-ZONA UNIVERSITARIA            ,ES,+41:22:45,+002:06:19,   79
11016,BENISSANET                              ,ES,+41:03:46,+000:38:06,   32
11017,BOI                                     ,ES,+42:27:57,+000:53:03, 2535
11018,BONAIGUA                                ,ES,+42:38:48,+000:59:04, 2266
11019,CABRILS                                 ,ES,+41:31:04,+002:22:36,   81
11020,CADI NORD-PRAT DAGUILO                  ,ES,+42:17:33,+001:42:54, 2143
11021,CALDES DE MONTBUI                       ,ES,+41:36:46,+002:10:05,  176
11022,CASTELLBISBAL                           ,ES,+41:28:44,+001:58:32,  147
11023,CASTELL DARO                            ,ES,+41:48:30,+003:01:57,   14
11024,CASTELLNOU DE BAGES                     ,ES,+41:49:50,+001:50:48,  507
11025,CASTELLNOU DE SEANA                     ,ES,+41:39:24,+000:57:06,  264
11026,CERTASCAN                               ,ES,+42:41:00,+001:16:18, 2400
11027,CERVERA                                 ,ES,+41:40:32,+001:17:45,  554
11028,CONSTANTI                               ,ES,+41:10:17,+001:10:04,  112
11029,CUNIT                                   ,ES,+41:12:06,+001:37:59,   17
11030,DAS-AERODROM                            ,ES,+42:23:09,+001:51:59, 1097
11031,EL PERELLO                              ,ES,+40:52:22,+000:42:56,  179
11032,EL PONT DE SUERT                        ,ES,+42:23:53,+000:44:36,  823
11033,EL PORT DEL COMTE                       ,ES,+42:10:57,+001:31:27, 2316
11034,EL PRAT DE LLOBREGAT                    ,ES,+41:20:25,+002:04:49,    8
11035,ELS HOSTALETS DE PIEROLA                ,ES,+41:31:51,+001:48:29,  316
11036,EL VENDRELL                             ,ES,+41:12:56,+001:31:15,   59
11037,ESPOT                                   ,ES,+42:32:03,+001:03:16, 2519
11038,FALSET                                  ,ES,+41:09:12,+000:49:09,  359
11039,FONT-RUBI                               ,ES,+41:25:58,+001:37:26,  415
11040,GIRONA                                  ,ES,+41:58:55,+002:48:24,   72
11041,GUARDIOLA DE BERGUEDA                   ,ES,+42:14:03,+001:52:28,  788
11042,HORTA DE SANT JOAN                      ,ES,+40:57:05,+000:18:20,  515
11043,ILLA DE BUDA                            ,ES,+40:42:25,+000:50:03,    1
11044,LA BISBAL DEMPORDA                      ,ES,+41:58:39,+003:02:07,   28
11045,LAC REDON                               ,ES,+42:38:17,+000:46:44, 2247
11046,LA PANADELLA                            ,ES,+41:36:09,+001:24:02,  785
